MQ-5,MQ-135,MQ-2,MQ-3,DHT-11,TD,SCENARIO
1.79,4.25,23.86,0.00,33.10,0.50,Cable
2.09,4.25,24.40,0.00,33.10,0.50,Cable
1.96,4.28,24.95,0.00,33.10,0.50,Cable
1.76,4.31,25.50,0.00,33.10,0.50,Cable
1.83,4.35,24.95,0.00,33.10,0.50,Cable
1.83,4.41,25.50,0.00,33.10,0.50,Cable
2.12,4.41,27.81,0.00,33.10,0.50,Cable
2.37,4.48,28.10,0.00,33.10,0.50,Cable
2.68,4.48,28.40,0.00,33.10,0.50,Cable
2.80,4.48,27.81,0.00,33.10,0.50,Cable
2.52,4.48,26.93,0.00,33.10,0.50,Cable
2.46,4.45,26.64,0.00,33.10,0.50,Cable
2.72,4.41,26.93,0.00,33.10,0.50,Cable
2.56,4.38,26.64,0.00,33.10,0.50,Cable
2.44,4.35,26.07,0.00,33.10,0.50,Cable
2.23,4.35,26.07,0.00,33.10,0.50,Cable
2.06,4.31,25.50,0.00,33.10,0.50,Cable
1.82,4.35,24.95,0.00,33.10,0.50,Cable
1.77,4.31,24.67,0.00,33.10,0.50,Cable
1.58,4.31,24.40,0.00,33.10,0.50,Cable
1.50,4.31,23.86,0.00,33.10,0.50,Cable
1.34,4.31,23.33,0.00,33.10,0.50,Cable
1.22,4.28,22.81,0.00,33.10,0.50,Cable
1.12,4.28,22.29,0.00,33.10,0.50,Cable
1.08,4.25,21.78,0.00,33.10,0.50,Cable
1.04,4.25,21.78,0.00,33.10,0.50,Cable
1.04,4.25,21.28,0.00,33.10,0.50,Cable
0.98,4.28,21.03,0.00,33.20,0.60,Cable
0.94,4.28,20.78,0.00,33.20,0.60,Cable
0.88,4.28,20.30,0.00,33.20,0.60,Cable
0.83,4.28,19.82,0.00,33.20,0.60,Cable
0.80,4.28,19.35,0.00,33.20,0.60,Cable
0.76,4.28,18.88,0.00,33.20,0.60,Cable
0.63,4.28,17.10,0.00,33.30,0.60,Cable
1.90,5.58,6.00,0.00,32.20,0.00,Cable
3.40,5.79,7.25,0.00,32.20,0.00,Cable
3.19,5.74,7.46,0.00,32.20,0.00,Cable
2.60,5.58,7.56,0.00,32.20,0.00,Cable
2.07,5.46,7.25,0.00,32.20,0.00,Cable
1.66,5.34,7.05,0.00,32.20,0.00,Cable
1.39,5.22,6.65,0.00,32.20,0.00,Cable
1.26,5.26,6.56,0.00,32.20,0.00,Cable
1.25,5.38,6.65,0.00,32.20,0.00,Cable
1.46,5.34,6.65,0.00,32.20,0.00,Cable
1.58,5.26,6.75,0.00,32.30,0.10,Cable
1.72,5.18,6.95,0.00,32.30,0.10,Cable
1.69,5.10,7.05,0.00,32.30,0.10,Cable
1.50,5.03,6.85,0.00,32.30,0.10,Cable
1.34,4.95,6.85,0.00,32.30,0.10,Cable
1.21,4.88,6.65,0.00,32.30,0.10,Cable
1.12,4.80,6.56,0.00,32.30,0.10,Cable
1.04,4.80,6.37,0.00,32.30,0.10,Cable
0.94,4.73,6.27,0.00,32.30,0.10,Cable
0.88,4.69,6.18,0.00,32.40,0.20,Cable
0.83,4.66,6.09,0.00,32.40,0.20,Cable
0.77,4.59,6.09,0.00,32.40,0.20,Cable
0.76,4.59,6.09,0.00,32.40,0.20,Cable
0.76,4.52,6.09,0.00,32.40,0.20,Cable
0.72,4.52,5.91,0.00,32.40,0.20,Cable
0.72,4.45,5.91,0.00,32.40,0.20,Cable
0.78,4.45,5.82,0.00,32.40,0.20,Cable
0.74,4.41,5.91,0.00,32.50,0.30,Cable
0.81,4.41,6.09,0.00,32.50,0.30,Cable
1.00,4.38,6.27,0.00,32.50,0.30,Cable
1.18,4.38,6.46,0.00,32.50,0.30,Cable
1.37,4.38,6.85,0.00,32.50,0.30,Cable
1.54,4.38,7.05,0.00,32.50,0.30,Cable
1.77,4.34,7.46,0.00,32.50,0.30,Cable
2.14,4.34,7.67,0.00,32.50,0.30,Cable
2.41,4.28,7.88,0.00,32.50,0.30,Cable
2.84,4.31,8.32,0.00,32.50,0.30,Cable
3.28,4.31,8.54,0.00,32.50,0.30,Cable
3.43,4.31,9.00,0.00,32.50,0.30,Cable
3.80,4.31,9.36,0.00,32.50,0.30,Cable
4.36,4.31,10.23,0.00,32.50,0.30,Cable
5.62,4.31,10.74,0.00,32.50,0.30,Cable
6.21,4.28,11.01,0.00,32.60,0.40,Cable
6.66,4.31,11.55,0.00,32.60,0.40,Cable
7.82,4.28,12.10,0.00,32.60,0.40,Cable
8.90,4.28,12.34,0.00,32.60,0.40,Cable
9.98,4.28,12.65,0.00,32.70,0.50,Cable
10.80,4.28,12.97,0.00,32.70,0.50,Cable
12.07,4.24,13.88,0.00,32.70,0.50,Cable
15.74,4.24,15.48,0.00,32.70,0.50,Cable
26.08,4.24,17.20,0.00,32.70,0.50,Cable
34.58,4.28,18.67,0.00,32.70,0.50,Cable
38.88,4.31,19.04,0.00,32.70,0.50,Cable
38.51,4.31,18.67,0.00,32.70,0.50,Cable
35.79,4.31,18.29,0.00,32.70,0.50,Cable
32.61,4.31,18.29,0.00,32.80,0.60,Cable
35.79,4.31,19.81,0.00,32.80,0.60,Cable
49.26,4.31,21.43,0.00,32.80,0.60,Cable
67.52,4.31,23.76,0.00,32.90,0.70,Cable
97.38,4.31,26.27,0.00,32.90,0.70,Cable
114.52,4.31,28.20,0.00,32.90,0.70,Cable
110.22,4.31,27.22,0.00,32.90,0.70,Cable
95.54,4.31,27.22,0.00,32.90,0.70,Cable
91.11,4.38,26.74,0.00,32.90,0.70,Cable
105.59,4.45,26.51,0.00,32.90,0.70,Cable
123.03,4.45,26.03,0.00,32.90,0.70,Cable
109.18,4.45,25.34,0.00,32.90,0.70,Cable
90.24,4.45,24.88,0.00,33.00,0.80,Cable
76.78,4.45,24.65,0.00,33.00,0.80,Cable
67.85,4.41,24.43,0.00,33.00,0.80,Cable
61.16,4.41,23.98,0.00,33.00,0.80,Cable
55.53,4.34,23.71,0.00,33.00,0.80,Cable
49.98,4.38,22.68,0.00,33.00,0.80,Cable
45.18,4.38,22.25,0.00,33.00,0.80,Cable
41.21,4.34,21.83,0.00,33.00,0.80,Cable
37.76,4.38,21.42,0.00,33.00,0.80,Cable
34.58,4.31,21.01,0.00,33.00,0.80,Cable
31.81,4.31,20.61,0.00,33.00,0.80,Cable
29.25,4.28,20.41,0.00,33.10,0.90,Cable
27.01,4.31,20.21,0.00,33.10,0.90,Cable
27.41,4.28,20.41,0.00,33.10,0.90,Cable
25.95,4.24,20.21,0.00,33.10,0.90,Cable
23.94,4.24,20.21,0.00,33.10,0.90,Cable
22.07,4.24,19.81,0.00,33.10,0.90,Cable
20.54,4.24,19.81,0.00,33.10,0.90,Cable
20.54,4.18,19.81,0.00,33.10,0.90,Cable
21.96,4.24,20.61,0.00,33.10,0.90,Cable
22.29,4.31,20.61,0.00,33.10,0.90,Cable
20.54,4.31,20.21,0.00,33.10,0.90,Cable
18.52,4.28,19.81,0.00,33.10,0.90,Cable
16.86,4.28,19.43,0.00,33.10,0.90,Cable
15.57,4.31,19.43,0.00,33.10,0.90,Cable
14.60,4.31,19.43,0.00,33.10,0.90,Cable
13.84,4.34,19.04,0.00,33.10,0.90,Cable
13.33,4.34,19.04,0.00,33.10,0.90,Cable
12.75,4.34,18.67,0.00,33.10,0.90,Cable
13.18,4.38,18.67,0.00,33.10,0.90,Cable
13.76,4.34,18.67,0.00,33.10,0.90,Cable
13.25,4.38,18.67,0.00,33.10,0.90,Cable
12.41,4.38,18.29,0.00,33.10,0.90,Cable
11.81,4.38,18.29,0.00,33.10,0.90,Cable
11.42,4.38,18.11,0.00,33.20,1.00,Cable
11.17,4.34,17.92,0.00,33.20,1.00,Cable
10.80,4.38,17.56,0.00,33.20,1.00,Cable
10.09,4.38,17.56,0.00,33.20,1.00,Cable
9.42,4.38,17.23,0.00,33.20,1.00,Cable
8.90,4.38,17.03,0.00,33.20,1.00,Cable
8.49,4.34,16.85,0.00,33.20,1.00,Cable
8.10,4.31,16.56,0.00,33.20,1.00,Cable
7.73,4.31,16.56,0.00,33.20,1.00,Cable
7.37,4.31,26.26,0.00,33.20,1.00,Cable
7.10,4.31,15.99,0.00,33.20,1.00,Cable
6.85,4.31,15.82,0.00,33.20,1.00,Cable
6.52,4.31,15.82,0.00,33.20,1.00,Cable
